director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,cast_total_facebook_likes,actor_2_facebook_likes,movie_facebook_likes,imdb_score
14,400,2000,3384,769,0,7
121,587,836,2467,624,241,2.8
110,722,23000,25088,876,20000,7.5
55,2,991,1003,10,1000,7.1
115,977,9000,11433,1000,401,6.4
12,231,979,1978,532,831,6.7
11000,188,11000,22319,11000,0,5.3
78,101,488,991,336,973,6.9
25,407,18000,20354,723,445,6.2
46,902,33000,39515,4000,0,6.3
58,324,699,1592,533,399,6.4
0,3,46,82,33,1000,6.5
8,11,106,182,56,136,6
14,311,403,1577,368,0,5.1
3,442,14000,15612,506,217,5.5
278,181,3000,3785,602,0,5.4
448,648,9000,10982,750,0,5.7
23,51,344,726,281,30,5.2
10,60,483,1113,472,314,6.2
5,716,18000,20472,867,0,6.7
0,700,12000,15680,857,1000,5.8
0,7,109,164,36,58,7
2,53,729,1092,282,70,4.8
23,897,22000,27425,2000,0,7.2
160,889,14000,17957,1000,0,5.6
17,897,12000,16355,991,11000,6.4
43,7,2000,2608,594,0,7.5
34,155,486,1601,471,0,7.4
0,232,933,2398,839,0,8
52,384,3000,5547,957,16000,5.7
17,551,14000,15914,599,0,6.8
15,528,1000,3092,852,0,5.9
0,157,611,1212,422,11000,7.2
17,670,1000,3023,795,0,5.5
0,413,888,2560,629,37000,8.4
0,459,1000,3230,690,39000,8.5
37,545,885,2872,828,0,5.6
0,256,607,1465,269,1000,4.1
97,319,731,2374,634,1000,5
8,110,544,1292,449,0,6.1
189,306,500,2020,308,0,5.4
93,521,31000,35561,3000,14000,7.1
2,402,1000,2429,539,663,3.6
42,219,991,2609,894,0,6.5
6000,7,17,44,10,28000,8.6
0,30,483,635,91,332,6.2
79,1000,14000,28094,12000,1000,7
33,326,876,1985,526,53000,7.6
51,630,948,4324,822,0,6.5
14,356,3000,4094,547,13000,6.4
75,102,617,1131,134,560,6.7
31,562,2000,5519,2000,0,6.3
33,505,1000,3260,919,0,6.4
22,0,2,2,0,238,5.7
500,530,12000,14579,1000,228,6.3
44,85,8000,8972,691,599,7.8
15,16000,87000,120797,17000,0,6
0,836,12000,25489,11000,0,7.7
0,233,654,1876,529,0,6.2
15,27,82,151,39,124,5.7
0,551,40000,43105,693,15000,7.7
0,985,3000,7252,2000,13000,6.4
89,329,920,2771,798,21000,6.4
55,360,789,2085,424,0,6.9
545,697,15000,28018,11000,0,7.3
119,6,332,505,165,0,7.3
126,584,2000,4380,788,0,6.2
12000,643,12000,14762,664,0,6.6
301,457,1000,2759,539,0,6.7
31,489,1000,2604,489,0,5.7
179,734,12000,15044,1000,31000,3.1
15,172,723,1615,552,0,6.3
8,521,748,3956,656,265,5.7
72,566,1000,3151,624,10000,7.1
116,481,8000,10557,503,0,7
52,261,567,2259,312,19000,6.1
42,557,975,3567,569,0,6.6
323,794,1000,4223,1000,13000,7.8
869,521,692,3076,670,16000,8.3
29,458,2000,4867,690,1000,3.9
70,625,2000,5032,1000,0,7
22,148,727,1310,171,0,6.7
500,555,1000,3261,559,0,7.3
0,805,12000,14672,899,0,6.3
0,529,15000,21668,6000,114000,7.8
11000,218,594,1353,268,36000,7.3
521,64,97,313,68,0,7.6
23,582,2000,4868,1000,0,5.3
380,2000,18000,32930,11000,0,7.9
8,341,844,2653,456,588,5.3
0,606,2000,4877,826,7000,6.8
80,723,2000,5024,795,15000,7.1
0,191,643,2032,559,0,7.2
62,59,390,727,258,0,5.8
130,406,691,2481,476,2000,5.8
17000,356,22000,23008,394,0,8.3
7,827,2000,4947,980,0,5.6
272,124,155,605,144,0,6.8
64,637,808,5734,720,0,5
0,223,11000,11984,642,63000,7.6
11000,975,11000,23283,11000,812,6.7
13,111,757,1201,220,0,6.7
24,85,10000,10691,566,0,5.7
38,362,17000,18711,632,591,5.2
34,1000,16000,21622,4000,0,7.5
0,816,14000,28933,13000,23000,7.2
0,529,946,4072,800,0,5.3
44,729,12000,16004,904,0,6.5
28,102,372,927,262,346,5
128,1000,11000,14995,2000,813,6.1
0,101,517,1067,376,2000,7.4
31,179,210,676,193,4000,4.4
0,177,805,1466,223,0,7.5
0,197,712,1673,341,3000,5.7
6,371,723,2368,422,0,5.5
109,202,405,847,204,562,7.1
213,45,567,711,67,0,5.9
25,94,1000,1263,115,0,6.7
97,231,577,1341,416,0,7
13000,940,40000,56585,13000,0,7.9
655,405,24000,39307,14000,0,6.9
44,9,627,653,12,0,7.3
0,1000,27000,46944,18000,12000,7.3
379,251,456,1356,278,0,3.5
0,401,597,1645,591,0,7.8
78,238,989,1598,258,0,7.4
337,201,4000,5671,820,0,6.7
11000,922,11000,14843,944,827,6.4
6,212,25000,39463,14000,18000,7.1
0,16,63,167,43,0,7.8
662,161,662,1498,290,378,4
28,415,1000,2319,695,0,5.9
154,576,1000,4094,783,2000,7.2
190,151,364,1083,253,19000,7.2
34,394,663,2215,551,1000,5.1
157,32,84,198,35,342,5.5
0,353,854,2705,578,271,6.2
0,83,1000,1592,177,3000,7.2
55,757,1000,3212,872,0,5.2
2,69,805,1185,306,0,6.7
78,720,2000,4142,1000,0,6.3
130,183,444,1243,312,0,5
89,920,22000,25804,2000,10000,6.2
99,778,15000,17584,833,0,7.6
0,543,923,3699,619,804,4.1
512,413,11000,13545,918,0,5.3
209,129,158,816,152,0,6.2
19,854,11000,14385,979,0,6.5
83,242,3000,4142,460,12000,8.1
87,280,866,2124,794,0,6.3
148,170,549,1373,269,0,4.4
32,1000,13000,16735,1000,0,4.6
0,50,109,245,67,204,6
448,83,482,956,203,20000,7.6
0,604,2000,4228,626,18000,8.4
165,244,453,1164,272,0,7.9
13,681,45000,50284,4000,0,5.6
42,613,839,3627,756,14000,6.5
729,284,912,2170,306,0,7.5
422,422,33000,35345,459,0,6.3
0,598,2000,4400,742,12000,7.9
611,576,5000,6229,643,0,7.9
9,503,818,2164,636,309,5.1
92,849,1000,5306,886,7000,6.7
248,968,16000,19410,988,3000,6.7
52,298,723,1978,346,12000,5.6
36,486,1000,3294,580,2000,5.6
364,1000,12000,25549,10000,30000,6.8
12,281,8000,9271,357,0,6.2
33,583,15000,17396,976,16000,5.6
192,580,1000,4500,1000,0,6.4
39,428,593,2713,517,320,5.6
51,89,427,952,234,21000,7.4
17,826,918,4797,912,0,4.9
49,104,680,1538,503,874,6
36,746,10000,12676,751,36000,7.2
19,505,973,3344,954,476,4.9
0,244,989,2365,888,0,7.5
11,973,1000,4060,982,814,4.8
0,323,690,2135,400,110,3.1
11,142,1000,2020,436,339,5.8
847,625,3000,6317,960,4000,6.7
117,86,715,1567,490,419,6.8
201,58,394,673,150,70000,6.5
80,399,567,2016,503,0,5.9
80,841,2000,5992,2000,300,5.5
22,488,1000,3007,593,1000,3.6
8,66,328,760,122,238,3.3
47,834,23000,27381,979,0,7.4
9,193,767,1727,327,352,6.7
3,161,400,805,193,154,3
168,96,3000,4210,979,15000,7.6
4,60,634,1262,537,0,6.4
541,71,214,409,96,0,6.9
30,55,14000,14492,287,0,6.6
219,215,1000,2340,876,0,5.5
0,168,677,1364,262,0,6.6
22,255,669,1769,642,903,5.2
57,62,465,730,152,0,4.1
6,165,3000,5433,2000,0,6.8
30,260,21000,25173,3000,0,6.5
168,96,3000,4210,979,15000,7.6
0,168,826,1607,508,0,7.4
0,1000,25000,41059,14000,0,7.7
11,281,11000,12554,838,0,7.1
18,433,714,2785,701,0,6.3
26,385,638,2282,624,0,7.6
608,1000,49000,51609,1000,23000,8
137,481,879,2985,854,0,7.3
0,62,227,485,73,0,7.6
0,359,844,2330,617,0,7.8
480,486,1000,3889,490,0,6.5
48,35,23000,23369,255,0,6.4
405,628,996,4606,897,30000,8
687,389,10000,12183,787,0,4.8
0,559,13000,27911,13000,71000,7.8
473,597,20000,26402,4000,0,5.9
19,107,241,824,118,0,5.4
11,499,911,3058,521,1000,3.3
0,250,634,1322,269,27000,8.2
14,635,1000,4194,1000,393,5.4
309,522,939,3107,881,1000,6.4
26,638,3000,5349,1000,0,4.8
29,459,861,2543,593,0,5.9
23,51,633,874,67,0,5.5
1000,108,175,485,115,17000,7.9
15,650,851,3485,680,0,4.9
11000,252,19000,19894,581,14000,7.2
5,292,908,2762,690,0,6.6
24,851,15000,18786,1000,18000,6.7
7,95,3000,3451,240,487,5.3
7,450,835,2572,787,0,7.2
45,271,24000,24805,396,6000,5.1
22,324,8000,11078,2000,492,5.6
11000,233,854,1653,410,0,7.6
179,734,12000,15044,1000,31000,3.1
47,238,21000,22088,541,24000,7.2
6,258,812,1882,326,371,5.7
121,384,11000,14677,3000,818,5.2
438,372,18000,33865,15000,0,7.7
9,363,599,2389,380,0,7
3,578,1000,3835,584,177,3.6
38,316,940,1945,416,392,4.9
28,215,555,1227,403,573,6
11000,642,11000,12766,650,762,6.6
89,322,1000,2518,852,0,6.8
85,186,1000,1852,309,0,7.2
369,295,1000,1889,418,0,7.2
34,465,503,3100,489,0,2.8
115,310,10000,11019,316,0,6.6
133,258,898,2096,708,356,6.7
0,888,3000,5056,1000,23000,7
29,618,939,3935,881,0,4.4
172,27,172,329,55,3000,7.1
6,227,10000,11091,304,921,6.2
929,116,488,943,289,23000,7.3
143,613,1000,3086,945,0,5.1
529,805,1000,4453,884,115000,8.1
22,44,5000,5273,170,0,6.7
0,567,883,2896,596,0,6.6
10,574,890,3104,578,939,4.5
460,125,232,699,150,824,6.6
4,518,844,3583,626,282,6.5
7,922,1000,4329,1000,191,5.9
7,17,235,303,46,0,6.6
571,102,499,1120,298,0,6.5
102,383,901,3464,605,0,7.3
0,925,3000,7521,1000,20000,7.5
12000,801,19000,21499,875,3000,5.9
521,481,13000,14701,521,0,7.4
12000,555,10000,13069,1000,19000,6.9
0,5,103,129,21,0,7.9
0,158,18000,19078,828,22000,8.4
0,520,14000,15732,1000,64000,8
425,247,742,2151,384,0,6
4,882,17000,30978,13000,1000,6.8
14000,271,852,2592,581,6000,7.8
2,13,94,213,80,558,5.7
335,635,11000,13390,744,0,6.1
77,305,19000,20295,393,165000,8.1
6,271,1000,2419,745,855,6.1
150,572,874,2667,816,0,7.5
87,569,17000,20154,975,0,6.2
127,250,1000,1949,340,57000,6.2
0,598,2000,4400,742,12000,7.9
11000,624,816,3617,695,0,7.4
79,27,925,1018,38,26000,6.6
350,39,326,486,48,0,7.3
13000,217,925,1953,692,15000,7.5
0,607,2000,6510,721,1000,5.6
44,902,23000,29370,4000,0,7.3
43,259,11000,11946,326,29000,6.4
165,383,1000,2452,431,0,5
189,799,934,3707,927,896,5.4
517,652,22000,34025,11000,11000,8.2
272,957,22000,29252,4000,12000,7.1
13,566,925,3423,738,0,5.3
29,874,12000,15800,1000,12000,6.5
66,562,3000,4567,658,27000,6.2
0,1000,4000,12170,4000,0,6.4
13,2,90,114,22,0,7.2
446,1000,22000,40117,13000,2000,6.9
11,971,11000,15369,983,0,5.7
453,953,15000,27788,10000,38000,7.7
488,13000,15000,44037,14000,11000,5.4
357,883,23000,26652,1000,0,5.6
120,149,13000,14100,876,90000,7.7
14,685,833,4435,807,0,5.1
18,944,20000,22383,1000,0,6.8
767,87,607,1076,202,11000,8.4
0,593,908,3226,764,3000,4.9
212,612,2000,4896,820,38000,7.1
29,616,956,3861,878,0,6.6
6,458,1000,2666,650,0,6.1
28,731,2000,5440,864,0,4.1
255,850,14000,18003,1000,15000,5.8
0,594,18000,20060,636,33000,8.1
18000,697,18000,22745,2000,0,7.6
0,228,33000,34337,745,81000,7.8
10,231,811,2167,636,810,4.6
13,106,818,1450,511,849,6
35,306,10000,11471,1000,0,7
49,100,116,525,110,0,6.7
61,649,907,3462,807,1000,6.4
107,865,1000,5135,886,0,7.2
5,141,893,2044,822,0,7.4
3,628,14000,16461,982,0,4.8
31,162,193,608,184,949,4
26,266,838,1812,328,6000,6.2
11000,400,19000,20391,567,0,7.7
20,125,512,1002,316,0,6.7
133,258,12000,12749,310,0,7.9
0,170,3000,3677,360,0,7.9
11,232,1000,2210,605,466,5.5
15,461,1000,3845,786,1000,6.2
7,399,919,2559,557,0,5.1
83,579,912,2682,786,243,4.1
13,613,882,2661,874,0,6.7
8,129,472,1045,239,0,4.7
10,415,826,2958,622,0,6.4
19,461,3000,4204,646,0,6.3
119,918,989,4660,982,673,5.5
310,619,33000,34413,748,47000,7.3
79,537,775,3033,614,0,6.3
11,159,471,1069,308,327,4.9
0,383,10000,11114,602,16000,7.6
73,563,695,3444,654,0,6
181,748,11000,14025,820,20000,6.2
210,123,22000,22574,164,13000,6.8
374,484,826,2689,503,0,4.5
12,23,354,568,173,175,5.7
0,44,468,646,67,116,8.4
36,377,1000,2764,786,356,4.6
16,526,907,3633,585,489,6.2
92,358,11000,17627,5000,49000,7
0,727,796,2633,787,10000,6.9
34,366,14000,15644,442,566,6.1
164,308,436,1172,324,622,6.7
745,745,12000,15209,821,251,5.6
34,65,427,729,66,1000,6.6
11000,563,11000,12685,860,877,6.4
9,47,595,1139,417,436,2.8
561,353,746,2377,561,29000,5.4
23,629,925,2913,660,247,5
4,670,989,3142,841,648,5.1
0,1000,22000,29475,5000,16000,8
80,782,1000,4676,872,1000,5.9
0,12000,22000,47728,12000,35000,8.2
153,539,3000,5012,788,0,7
41,274,556,1873,463,455,6.6
187,254,11000,12178,883,923,6.7
9,612,11000,13524,897,816,5.5
2,461,890,3161,852,1000,4.9
32,692,14000,16502,1000,0,6.9
45,224,1000,2166,393,515,7.4
6,596,8000,10732,625,647,5.6
454,39,65,173,49,32000,8
24,426,931,3322,539,0,5.3
11,1000,15000,33153,14000,0,6.2
96,360,24000,25637,971,0,5.3
835,363,13000,14544,826,10000,6.6
11000,386,860,2717,658,10000,7.2
52,275,477,2312,397,157,4.6
0,289,572,1627,324,0,7.5
0,693,49000,51657,1000,0,6.5
1000,611,21000,23932,1000,0,7.6
6,577,890,3654,729,0,6.2
0,669,6000,8484,889,16000,8
18,220,837,1675,400,0,5.5
11000,557,12000,19310,6000,0,6.3
132,844,10000,12867,882,33000,7.2
122,25,918,1252,278,0,6.7
70,90,876,1351,324,843,5.3
0,617,783,4834,664,391,6.3
0,287,6000,6748,294,0,6.5
5,46,192,527,134,708,5.6
460,71,5000,5426,203,284,7
756,18,136,203,23,12000,8.3
180,58,510,962,297,0,7.2
39,642,12000,14889,970,0,6.8
141,56,1000,1172,103,0,6.4
34,730,936,3578,826,664,6.9
445,9,20,48,13,0,8
0,7,64,134,45,0,6.2
197,570,13000,15293,794,0,6.4
85,40,825,1432,476,154,5.6
129,1000,14000,18639,1000,0,6.1
36,2,549,801,248,705,6
68,642,17000,32814,14000,0,5.1
24,125,776,1732,595,193,4.5
17,66,1000,1245,165,445,5.9
15,576,735,2528,627,0,6
0,912,14000,29488,12000,0,5.8
19,537,1000,2829,889,13000,6.1
93,51,179,363,55,473,4.9
6,50,61,192,57,18,5.7
3,19,556,996,353,821,7.1
67,303,631,1585,452,277,6.6
11000,512,13000,15500,571,38000,8.1
13,642,20000,38963,17000,41000,5.7
1000,954,29000,33791,1000,10000,6.8
15,121,1000,2140,767,0,7.5
5,124,467,994,220,998,6.2
16000,638,16000,28544,11000,10000,8.3
3000,236,3000,4211,769,1000,7.4
0,40,668,820,56,13000,8
213,249,886,1639,276,3000,6.9
0,700,8000,11135,995,11000,6.9
0,176,770,1125,179,0,9.5
5,57,442,717,162,489,5.5
34,277,892,2055,355,0,5.7
0,560,10000,12098,854,4000,7.2
226,496,953,2496,730,0,6.9
71,725,10000,14159,960,0,5.5
30,309,941,2348,459,17000,5.9
270,535,13000,15192,954,0,7.7
41,748,997,3544,826,0,5.2
43,238,456,1326,244,0,7.1
9,648,975,3500,912,0,5.5
350,418,18000,35501,17000,0,7.7
0,490,849,2226,597,0,5.4
116,25,327,552,172,0,6.7
54,636,8000,10792,670,2000,5
58,583,11000,12894,1000,18000,6.4
12,8,23,49,12,184,6.6
309,279,592,1620,556,0,5.9
10,111,706,1421,266,530,5.7
0,364,723,2348,422,1000,4.5
128,467,931,2704,726,889,3.7
31,50,874,1608,613,0,5
119,636,869,3007,779,411,4.6
123,690,26000,41359,14000,4000,6.5
44,625,953,3299,849,1000,4.9
0,654,3000,6861,2000,645,6
160,55,718,1148,330,970,6.9
85,514,1000,2777,855,0,5.7
17000,213,22000,23378,740,932,6.7
0,534,1000,3267,848,905,6.9
0,458,12000,13446,490,488,5.5
52,489,1000,3050,935,0,4.4
189,799,934,3707,927,896,5.4
0,383,12000,13528,593,0,7
70,169,878,2165,834,613,5.4
90,635,962,3715,925,0,5.4
232,177,413,1372,412,13000,8
143,280,14000,15337,617,5000,7.6
49,191,12000,12776,215,853,5.9
956,113,10000,10368,233,860,6.6
176,15,543,678,113,447,6.7
12,102,159,417,102,231,3.9
133,5,423,446,15,127,5.7
11,548,14000,16431,1000,2000,6.7
109,324,16000,17250,469,76,6.5
608,43,149,390,44,0,6.8
752,59,412,799,74,512,6.3
333,284,380,1429,326,0,7.3
2,21,149,243,32,1000,6.9
168,322,697,2243,329,702,7
50,338,13000,14638,1000,0,6.5
10,378,826,2207,521,934,3.6
0,767,1000,4377,872,14000,7.7
0,11000,15000,39789,13000,13000,7.7
473,429,833,2690,809,62000,5.9
143,201,927,1724,281,0,6.8
162,135,2000,2447,258,0,7.4
38,390,3000,4702,837,0,5.1
133,170,14000,14726,230,0,7.4
454,816,2000,4757,906,52000,7.2
148,400,539,1767,508,329,6
101,471,918,2334,653,14000,8.3
448,93,273,529,114,0,8.1
143,21,19000,19086,50,29000,6.3
272,227,49000,50141,263,0,7.3
26,385,898,2895,391,502,3.6
209,41,569,714,69,62000,1.6
0,1000,20000,38072,15000,106000,8
294,1000,10000,14160,2000,60000,6.2
0,3000,22000,39960,14000,14000,9
49,237,656,1307,363,0,6.1
212,54,130,450,125,0,5.7
36,579,3000,7833,3000,16000,6.8
8,612,3000,6454,934,0,5.5
58,316,549,1747,439,0,6.8
51,360,13000,20330,6000,33000,7.3
38,460,833,2800,807,0,6.1
19,835,23000,37907,13000,10000,7.2
13,301,11000,12687,489,1000,5.9
0,182,11000,12322,852,0,6.1
174,2,619,971,350,0,6.8
19,829,8000,12755,902,15000,7.7
13,329,571,2241,442,0,4.9
17,912,1000,6554,997,0,6.1
84,782,899,2936,842,0,2.5
6,459,904,3353,471,934,6.1
15,388,694,2486,558,833,5.9
5,435,659,2646,628,0,5.7
12,334,1000,2297,345,0,5.6
0,745,2000,5371,850,20000,7.2
232,123,149,430,145,109000,7.7
0,213,512,1171,216,0,7.8
7,405,939,2815,890,593,6.1
13,140,803,1921,587,0,5.8
134,525,4000,6214,1000,0,6.5
16000,78,378,751,85,5000,7.9
35,844,24000,27806,912,862,6.3
18,744,1000,3352,851,204,3.8
412,491,805,2499,681,72000,8.3
799,294,721,1805,359,679,6.4
0,650,899,3092,849,3000,6.7
26,4000,16000,31005,8000,0,6.1
76,75,690,998,94,22,8.1
7,730,3000,6485,1000,251,6
15,812,4000,6910,957,0,5.8
2,690,15000,18864,816,0,5.6
16,258,567,1775,326,618,6.1
24,499,552,2730,528,11000,5.9
107,280,12000,13208,530,0,7.3
37,548,748,2417,573,689,6.8
80,252,2000,3004,257,5000,5.7
83,8,2000,2389,370,186,7.3
460,73,14000,14372,153,0,6.3
150,150,979,1679,385,69,5.9
260,1000,20000,39473,15000,10000,7.1
0,968,22000,37606,14000,0,7.1
139,850,8000,13631,3000,131000,8
29,147,683,1139,155,107,5.1
41,442,2000,3474,812,0,7.1
187,887,14000,17104,900,141,6.5
83,794,3000,7875,1000,0,4.5
115,304,1000,2011,305,18000,6.6
11000,116,306,796,164,0,4.3
122,383,873,2812,461,23000,6.7
32,29,14000,14133,81,139,6.8
0,234,477,1483,238,332,5.4
43,113,170,931,157,11000,6.6
218,91,581,931,201,0,7.4
18000,543,18000,20456,638,0,7.3
97,355,13000,14347,795,0,6.9
12000,975,11000,23602,10000,15000,8
28,1000,6000,9244,2000,0,6.4
164,99,18000,32288,14000,0,7.8
187,204,818,1813,467,0,6.1
261,697,783,3700,782,0,6.1
10,472,1000,3142,668,0,5.1
19,135,490,1166,185,337,7.8
44,552,33000,34351,730,19000,7.4
39,18,77,156,32,38000,7.8
3000,322,963,2894,595,0,8
44,241,1000,2004,653,329,6.7
220,599,812,3337,787,344,6.6
34,506,966,2661,681,0,6.4
20,844,22000,26233,982,44000,6.7
60,168,18000,18739,322,0,6.2
383,191,912,1833,320,5000,7.3
16,489,717,1730,517,0,8.1
50,655,968,4270,844,0,7
607,259,1000,2466,931,18000,8
14000,366,813,2047,559,21000,8
80,1000,3000,8134,1000,0,7
2,186,6000,6829,637,0,7.9
23,148,400,1044,255,0,5.9
167,807,997,5165,966,0,6.6
167,436,656,2754,528,770,6.3
120,664,12000,16539,980,0,7.7
293,567,759,2462,595,0,6.9
139,793,2000,4537,883,0,7.1
608,733,11000,22479,10000,0,7.4
16,11,93,146,17,15000,6.5
98,920,17000,21380,2000,0,6.5
406,616,13000,17035,2000,0,6.8
16000,889,22000,25522,1000,0,7.5
22,816,1000,4065,954,0,6.6
128,371,963,2054,465,32000,7.1
0,122,405,914,194,0,6.6
0,504,629,2730,561,0,7
33,135,1000,1531,188,0,3.3
166,281,971,2043,329,29000,6.7
76,78,654,1306,416,0,8
132,933,49000,52138,989,0,6.8
66,1000,137000,140268,1000,0,6
0,451,17000,18765,527,0,5.4
4,826,1000,5006,1000,243,4.3
58,722,995,6105,729,0,6.2
53,84,227,534,94,0,7.7
258,834,6000,9125,1000,0,8
278,898,4000,7072,1000,0,7.4
4,8,28,52,9,0,5.9
131,733,8000,10565,1000,93000,7.8
131,599,13000,14890,940,0,7.4
0,555,3000,5592,966,0,6.5
287,79,452,729,122,902,5.4
192,282,347,1254,301,0,7
350,322,1000,2376,482,37000,7.6
57,805,975,2944,931,549,6.9
76,801,1000,4659,837,0,7
20,717,836,3963,826,0,5.3
14,376,733,2753,558,0,6.4
17,581,873,3646,691,151,4.5
729,622,1000,3798,844,28000,7.8
226,580,1000,3931,851,0,6.7
25,611,833,4551,626,371,5.3
655,390,9000,10575,786,0,6.3
83,501,26000,28767,725,0,7
3,324,1000,2939,560,439,5.3
98,604,1000,3250,849,242,6.6
43,696,988,3906,826,0,5.8
438,471,11000,12274,536,0,6.7
30,85,1000,1456,230,1000,6.6
73,1000,19000,34700,14000,0,7
249,18,362,469,21,11000,8.4
102,877,2000,5780,973,701,6
32,503,529,2393,526,507,5.4
628,171,565,1595,555,105000,7.8
611,4,755,1244,483,0,7.6
27,360,664,2440,591,0,6.6
16,265,452,1819,328,0,6.4
67,192,436,1141,223,0,7
25,654,931,3848,744,262,5.7
216,968,1000,4755,1000,1000,5.9
378,783,957,3535,925,650,6.3
11000,99,537,943,255,652,6.3
708,316,433,1291,398,0,6.2
7,251,525,1445,281,0,2.1
0,599,873,4497,680,251,5
319,48,1000,1171,65,656,5.3
115,103,812,1540,580,0,7.1
40,794,5000,7166,1000,305,7
584,74,629,1173,398,7000,7
55,212,3000,4277,642,135,5.7
61,611,769,2543,692,0,7.1
20,442,21000,22577,569,0,7
667,70,211,456,98,29000,7.7
0,77,1000,1292,165,677,7.1
0,520,3000,5074,1000,27000,6.8
0,576,878,2378,643,0,7.5
60,18,60,141,46,314,6.3
19,393,706,1579,442,0,7.3
277,289,845,1554,327,0,6.8
0,403,865,2126,685,0,7.2
94,146,693,1373,534,423,6.4
0,745,941,3099,754,88,6
26,350,797,2073,474,1000,6.4
759,820,967,3878,830,0,5.1
7,289,662,1952,345,0,7.5
45,0,9,11,2,607,7.1
18,865,13000,17417,883,458,4.6
611,3,9,18,4,784,5.7
165,280,686,1501,327,0,6.8
14,3,52,91,32,0,7.7
12,183,17000,17883,523,26000,6.7
0,188,970,1854,618,211,3.2
7,16,84,164,33,0,6.1
212,18,567,708,111,0,5.6
76,42,181,433,168,13000,6.9
0,247,1000,2059,445,26000,7.5
130,79,399,663,116,23000,5.8
0,1000,26000,39175,11000,27000,8.3
49,84,551,895,85,634,2.8
52,426,969,2987,886,0,6.6
0,4,15,30,6,355,7.5
2,388,680,1780,544,443,6
3,2,215,244,27,4,6.2
287,233,767,2053,281,14000,7.2
0,504,11000,13485,1000,33000,8.7
11,411,22000,24063,851,11000,6
767,382,597,1966,396,7000,8
335,14,585,679,68,0,7.2
197,632,755,3507,734,0,4.5
737,141,23000,23811,238,36000,7.9
79,218,608,1853,362,641,7.1
36,633,886,3280,655,7000,7.5
15,602,17000,20466,1000,15000,6.8
53,32,84,179,37,774,4.3
42,808,1000,3435,854,0,7.2
32,621,785,3135,692,0,5.8
541,328,991,2562,465,0,7.1
163,488,683,2436,548,19000,7.4
0,191,276,903,258,0,7.6
16,637,4000,6223,656,0,6.9
52,647,723,3101,651,0,6
0,842,1000,3931,898,0,6.9
107,549,664,3376,551,0,7.3
5,532,584,3850,580,365,4.6
0,298,636,1852,330,541,6
278,279,13000,14735,595,745,6.4
365,225,425,1661,394,902,5.5
34,54,838,995,55,36000,7.5
0,111,385,1104,293,0,8.1
2,651,799,4291,711,0,6.3
71,553,8000,10982,723,671,5.1
0,123,358,1114,156,13000,6.8
5,443,1000,2729,660,449,5.3
0,303,11000,12237,472,5000,7.3
64,553,16000,17866,638,34000,7.3
386,812,14000,17490,1000,0,7.1
0,795,901,3913,888,10000,7.6
4,424,960,2415,448,405,5.3
529,472,40000,69746,29000,14000,7.8
10,109,866,1281,147,0,7.7
608,579,979,3133,594,0,7.7
18,183,658,1559,463,550,5.4
300,787,1000,3072,979,174,6.2
1000,272,3000,4082,275,26000,7.4
596,697,1000,3300,835,0,6.2
8,40,14000,14281,163,967,5.1
58,104,338,800,275,608,6.9
0,776,14000,28004,12000,0,6.3
238,22,60,150,35,0,6.8
365,723,887,3876,770,11000,7.4
17,405,845,3117,641,0,5.7
43,357,3000,5286,723,0,5.8
4,199,917,1827,545,85,6.2
15,19,142,248,79,18000,4.3
10,48,172,378,71,302,6.4
160,860,8000,10822,1000,659,6
32,327,893,2640,692,646,6.9
7,507,805,2271,766,0,5.5
57,132,541,1228,451,1000,5.4
0,73,273,727,117,24000,8.3
14000,548,861,2811,725,34000,7.9
21,499,17000,20312,1000,1000,6.5
4,194,882,1554,450,392,6.3
11,327,665,2272,446,119,6.4
0,119,564,1121,154,250,5.3
58,258,482,1526,362,411,5.8
0,280,639,1807,377,0,6.6
7,24,68,175,29,0,7.4
835,893,49000,63710,13000,31000,8.3
29,571,14000,27660,12000,0,5.3
163,482,723,3189,651,0,6.2
425,901,13000,27378,11000,0,6.9
235,229,4000,5270,464,0,5.9
65,393,798,2480,465,0,6.1
7,1000,23000,28734,1000,0,5.8
304,736,939,3276,906,12000,7.3
163,448,723,3492,651,0,5.9
13,368,494,2013,392,0,5.5
0,685,1000,5264,907,676,5
17000,638,10000,11895,970,0,7
19,196,726,1554,249,0,7.8
65,577,633,3362,613,0,6.4
70,634,4000,7461,1000,4000,5.9
221,491,11000,13162,503,0,7
108,270,1000,1982,322,0,6.1
65,730,18000,20795,769,0,6.9
82,139,695,1593,275,0,7.5
108,186,1000,1898,400,48000,7.3
6,345,759,2197,563,227,6.5
750,60,794,1529,531,0,6.2
73,581,1000,3192,745,0,6.7
19,130,4000,4687,334,20000,6
66,816,2000,5628,904,16000,6.3
7,615,723,3712,706,981,5.8
482,482,852,2426,542,29000,6.1
78,619,854,3394,841,0,6.9
0,1000,26000,39175,11000,27000,8.3
32,120,535,1109,211,0,5.4
6,617,904,2807,715,0,6.7
0,769,13000,16693,1000,10000,7.4
7,73,931,1917,797,744,5.6
287,257,745,1954,730,0,6.5
9,466,623,2484,472,0,6.5
322,534,851,3190,543,368,5.8
21,782,931,3819,855,720,5
27,534,1000,4441,809,0,5.5
4,678,982,4259,945,0,6.5
0,699,10000,12097,919,10000,7.2
